time	V(input)
2.094604545029053e-02	-1.662751e-02
2.094643753425425e-02	-1.651129e-02
2.094686226203762e-02	-1.638529e-02
2.094771171760435e-02	-1.613293e-02
2.094941062873782e-02	-1.562684e-02
2.095071508463233e-02	-1.523704e-02
2.095176048520264e-02	-1.492391e-02
2.095275220369272e-02	-1.462627e-02
2.095378826292712e-02	-1.431471e-02
2.095493101999649e-02	-1.397036e-02
2.095601045916279e-02	-1.364444e-02
2.095785839270841e-02	-1.308502e-02
2.095970413321396e-02	-1.252450e-02
2.096185883735417e-02	-1.186803e-02
2.096421856193662e-02	-1.114661e-02
2.096664753383683e-02	-1.040146e-02
2.096846646738604e-02	-9.841863e-03
2.096853258537767e-02	-9.821498e-03
2.096866482136092e-02	-9.780760e-03
2.096892929332742e-02	-9.699265e-03
2.096893755807637e-02	-9.696718e-03
2.096895408757428e-02	-9.691624e-03
2.096898714657009e-02	-9.681435e-03
2.096905326456171e-02	-9.661056e-03
2.096918550054496e-02	-9.620292e-03
2.096923906473348e-02	-9.603778e-03
2.096928058878771e-02	-9.590976e-03
2.096933379318460e-02	-9.574571e-03
2.096935290682321e-02	-9.568677e-03
2.096938157561001e-02	-9.559837e-03
2.096941417065134e-02	-9.549785e-03
2.096944989146337e-02	-9.538770e-03
2.096948808690030e-02	-9.526990e-03
2.096953587210012e-02	-9.512253e-03
2.096959493495932e-02	-9.494036e-03
2.096967185445733e-02	-9.470310e-03
2.096976291751378e-02	-9.442218e-03
2.096989729629313e-02	-9.400758e-03
2.097005636035785e-02	-9.351673e-03
2.097030954373032e-02	-9.273524e-03
2.097070131274258e-02	-9.152554e-03
2.097120693848671e-02	-8.996345e-03
2.097143507274262e-02	-8.925835e-03
2.097157806553030e-02	-8.881630e-03
2.097166586102349e-02	-8.854486e-03
2.097172536289425e-02	-8.836088e-03
2.097177197466599e-02	-8.821675e-03
2.097180990900022e-02	-8.809944e-03
2.097184109201982e-02	-8.800301e-03
2.097186735675540e-02	-8.792178e-03
2.097189095480368e-02	-8.784880e-03
2.097191538704068e-02	-8.777323e-03
2.097194102896925e-02	-8.769393e-03
2.097199177992013e-02	-8.753696e-03
2.097203976589351e-02	-8.738853e-03
2.097209042808363e-02	-8.723182e-03
2.097215816396329e-02	-8.702227e-03
2.097229363572260e-02	-8.660314e-03
2.097250677215571e-02	-8.594359e-03
2.097293304502192e-02	-8.462404e-03
2.097378559075436e-02	-8.198312e-03
2.097458194304953e-02	-7.951416e-03
2.097531031108753e-02	-7.725421e-03
2.097609787572242e-02	-7.480878e-03
2.097690152790881e-02	-7.231151e-03
2.097778453970064e-02	-6.956551e-03
2.097871234046171e-02	-6.667792e-03
2.097976002935161e-02	-6.341449e-03
2.098092200972841e-02	-5.979184e-03
2.098229761757620e-02	-5.549907e-03
2.098391363823794e-02	-5.045079e-03
2.098594911132438e-02	-4.408485e-03
2.098855646980073e-02	-3.591994e-03
2.099215515056737e-02	-2.463534e-03
2.099742867103646e-02	-8.077717e-04
2.100540894701565e-02	1.698944e-03
2.101593985136811e-02	4.999285e-03
2.102649454032366e-02	8.285115e-03
2.103763679649724e-02	1.171405e-02
2.104933738877384e-02	1.525274e-02
2.106286487360689e-02	1.924002e-02
2.107812679807723e-02	2.357033e-02
2.109653839802506e-02	2.850258e-02
2.111867517982655e-02	3.392277e-02
2.114748937754410e-02	3.998223e-02
2.118602799382172e-02	4.601504e-02
2.120721349925169e-02	4.820404e-02
2.122298356198712e-02	4.928136e-02
2.124082549595285e-02	4.991695e-02
2.126158681484770e-02	4.986756e-02
2.128386059600226e-02	4.887267e-02
2.131997569984542e-02	4.524460e-02
2.137753981339144e-02	3.478666e-02
2.146436984952137e-02	1.110028e-02
2.156202609952137e-02	-1.899654e-02
2.163077718795047e-02	-3.661514e-02
2.166828072731068e-02	-4.355257e-02
2.169431667328246e-02	-4.697089e-02
2.171334052222968e-02	-4.867946e-02
2.172907640956618e-02	-4.956853e-02
2.174496263941453e-02	-4.997496e-02
2.176312717800058e-02	-4.983002e-02
2.178636587841846e-02	-4.870044e-02
2.182401692727333e-02	-4.468969e-02
2.188386475527539e-02	-3.333227e-02
2.197340224735717e-02	-8.317090e-03
2.207105849735717e-02	2.158938e-02
2.213493994599757e-02	3.749307e-02
2.217107959818769e-02	4.397772e-02
2.219632864922343e-02	4.718379e-02
2.221483658024079e-02	4.878461e-02
2.223093680641280e-02	4.964176e-02
2.224649579608531e-02	4.998788e-02
2.226369737445262e-02	4.981494e-02
2.228729306827696e-02	4.863363e-02
2.232551115836641e-02	4.447719e-02
2.238619613851150e-02	3.278279e-02
2.247670213525048e-02	7.293128e-03
2.256062908741211e-02	-1.858984e-02
2.261900657811874e-02	-3.399919e-02
2.266820667691341e-02	-4.354114e-02
2.269788111197933e-02	-4.734292e-02
2.271599316634411e-02	-4.886295e-02
2.273237421270440e-02	-4.969370e-02
2.274904927918679e-02	-4.999911e-02
2.276464663113867e-02	-4.978842e-02
2.278883639662135e-02	-4.851877e-02
2.282799658270399e-02	-4.411507e-02
2.289006508149770e-02	-3.185544e-02
2.294094626984965e-02	-1.812950e-02
2.298460142212488e-02	-4.830062e-03
2.302880645106389e-02	9.000483e-03
2.308562163302430e-02	2.561997e-02
2.314748219470489e-02	3.998087e-02
2.318188242234688e-02	4.548998e-02
2.320417248440167e-02	4.794151e-02
2.322069891619791e-02	4.915503e-02
2.323805601064600e-02	4.985927e-02
2.326055359819173e-02	4.989012e-02
2.328217976108712e-02	4.898144e-02
2.331726141828273e-02	4.560096e-02
2.337327618376307e-02	3.573619e-02
2.345821685792352e-02	1.297629e-02
2.351088397273740e-02	-3.416636e-03
2.355399647653270e-02	-1.663993e-02
2.359730902214206e-02	-2.870115e-02
2.364260793278862e-02	-3.904271e-02
2.368668741437346e-02	-4.609568e-02
2.370769870959375e-02	-4.824430e-02
2.372334865891485e-02	-4.930060e-02
2.374126901850487e-02	-4.992478e-02
2.376175210483267e-02	-4.986375e-02
2.378412946170525e-02	-4.885477e-02
2.382040965977986e-02	-4.518640e-02
2.387822034724911e-02	-3.463277e-02
2.394797668698261e-02	-1.605412e-02
2.399743118740092e-02	-8.069812e-04
2.400162038642970e-02	5.090506e-04
2.400999878448724e-02	3.139145e-03
2.402727923048093e-02	8.528123e-03
2.403042112975251e-02	9.498991e-03
2.403461032878128e-02	1.078766e-02
2.404321589523074e-02	1.341045e-02
2.404457890558225e-02	1.382247e-02
2.404639625271759e-02	1.437024e-02
2.404924073559559e-02	1.522382e-02
2.405048483547832e-02	1.559564e-02
2.405132737577259e-02	1.584691e-02
2.405187515198958e-02	1.601003e-02
2.405227783947554e-02	1.612982e-02
2.405261361304236e-02	1.622964e-02
2.405292190942522e-02	1.632121e-02
2.405320724189905e-02	1.640592e-02
2.405347525510371e-02	1.648543e-02
2.405373928774119e-02	1.656372e-02
2.405401771068802e-02	1.664622e-02
2.405429403978981e-02	1.672806e-02
2.405463667740316e-02	1.682946e-02
2.405504070798439e-02	1.694893e-02
2.405547011535389e-02	1.707578e-02
2.405601710802957e-02	1.723719e-02
2.405670788491812e-02	1.744074e-02
2.405752063065907e-02	1.767980e-02
2.405867063856324e-02	1.801729e-02
2.406058669001397e-02	1.857747e-02
2.406231841809560e-02	1.908146e-02
2.406232261080814e-02	1.908267e-02
2.406233099623323e-02	1.908511e-02
2.406233854809335e-02	1.908730e-02
2.406234802982195e-02	1.909005e-02
2.406236699327915e-02	1.909556e-02
2.406240492019355e-02	1.910657e-02
2.406244875023650e-02	1.911930e-02
2.406250706036873e-02	1.913622e-02
2.406256883761707e-02	1.915415e-02
2.406265388740816e-02	1.917883e-02
2.406274317273180e-02	1.920473e-02
2.406288126273464e-02	1.924478e-02
2.406304650197659e-02	1.929268e-02
2.406331595328418e-02	1.937075e-02
2.406370519956992e-02	1.948342e-02
2.406441013075394e-02	1.968719e-02
2.406561709546193e-02	2.003517e-02
2.406768652250113e-02	2.062911e-02
2.406992367146098e-02	2.126727e-02
2.407237346559308e-02	2.196125e-02
2.407477581787175e-02	2.263675e-02
2.407726833144332e-02	2.333215e-02
2.407971277464679e-02	2.400857e-02
2.407990682225543e-02	2.406203e-02
2.408029491747272e-02	2.416883e-02
2.408107110790729e-02	2.438201e-02
2.408122184452142e-02	2.442334e-02
2.408152331774969e-02	2.450594e-02
2.408174942267089e-02	2.456784e-02
2.408191075554777e-02	2.461197e-02
2.408200653528264e-02	2.463815e-02
2.408213615540424e-02	2.467358e-02
2.408219918093743e-02	2.469080e-02
2.408230491355980e-02	2.471968e-02
2.408237421006179e-02	2.473860e-02
2.408247632537563e-02	2.476647e-02
2.408264157715384e-02	2.481156e-02
2.408280497602158e-02	2.485611e-02
2.408304325755893e-02	2.492104e-02
2.408334558551297e-02	2.500333e-02
2.408435630577374e-02	2.527780e-02
2.408522879485117e-02	2.551391e-02
2.408656239021398e-02	2.587332e-02
2.408867718246324e-02	2.643954e-02
2.409290403861937e-02	2.755714e-02
2.409945840411641e-02	2.925144e-02
2.410862354206435e-02	3.153682e-02
2.412012189497550e-02	3.425526e-02
2.413447658252925e-02	3.739661e-02
2.415106211246027e-02	4.064608e-02
2.417200549826943e-02	4.411538e-02
2.419828357660838e-02	4.738343e-02
2.422281571430053e-02	4.927242e-02
2.424083946059424e-02	4.991720e-02
2.426159201979815e-02	4.986744e-02
2.428386906265276e-02	4.887211e-02
2.431998936627734e-02	4.524278e-02
2.437756124985901e-02	3.478182e-02
2.446440065611810e-02	1.109084e-02
2.456205690611810e-02	-1.900549e-02
2.463079167116167e-02	-3.661823e-02
2.466829042373009e-02	-4.355407e-02
2.469432362854057e-02	-4.697164e-02
2.471334568831788e-02	-4.867983e-02
2.472908283593624e-02	-4.956880e-02
2.474496407242914e-02	-4.997497e-02
2.476312771107638e-02	-4.983001e-02
2.478636674529695e-02	-4.870037e-02
2.482401832467049e-02	-4.468949e-02
2.488386693743112e-02	-3.333176e-02
2.489505923819425e-02	-3.063065e-02
2.491744383972050e-02	-2.478826e-02
2.492303999010207e-02	-2.324643e-02
2.493423229086519e-02	-2.007851e-02
2.493703036605598e-02	-1.927040e-02
2.494262651643754e-02	-1.763656e-02
2.494402555403293e-02	-1.722461e-02
2.494682362922371e-02	-1.639676e-02
2.495020572850985e-02	-1.538937e-02
2.495182157721941e-02	-1.490559e-02
2.495295175908977e-02	-1.456631e-02
2.495421374929058e-02	-1.418658e-02
2.495546218889923e-02	-1.381006e-02
2.495676074824413e-02	-1.341752e-02
2.495820747604408e-02	-1.297914e-02
2.495978764094142e-02	-1.249910e-02
2.496156925365275e-02	-1.195639e-02
2.496375145308116e-02	-1.128962e-02
2.496628409356645e-02	-1.051312e-02
2.496830931676628e-02	-9.890263e-03
2.496913426120270e-02	-9.636088e-03
2.496916004071634e-02	-9.628141e-03
2.496921159974361e-02	-9.612245e-03
2.496931471779817e-02	-9.580453e-03
2.496942484610943e-02	-9.546493e-03
2.496944378180264e-02	-9.540654e-03
2.496948165318906e-02	-9.528975e-03
2.496952907860867e-02	-9.514349e-03
2.496957894954067e-02	-9.498967e-03
2.496961659510829e-02	-9.487355e-03
2.496964283912199e-02	-9.479260e-03
2.496967672176019e-02	-9.468808e-03
2.496970881706295e-02	-9.458908e-03
2.496974726549511e-02	-9.447047e-03
2.496979019976617e-02	-9.433800e-03
2.496984739053987e-02	-9.416156e-03
2.496991697413229e-02	-9.394686e-03
2.497000317957052e-02	-9.368084e-03
2.497012325640100e-02	-9.331027e-03
2.497027231568611e-02	-9.285017e-03
2.497049164215974e-02	-9.217303e-03
2.497077761996508e-02	-9.128986e-03
2.497122704912415e-02	-8.990130e-03
2.497146324677939e-02	-8.917126e-03
2.497170129452763e-02	-8.843530e-03
2.497183195895893e-02	-8.803125e-03
2.497192095380318e-02	-8.775602e-03
2.497198624063665e-02	-8.755409e-03
2.497203688094456e-02	-8.739745e-03
2.497207736866813e-02	-8.727221e-03
2.497211013335739e-02	-8.717085e-03
2.497213736572975e-02	-8.708661e-03
2.497216132631580e-02	-8.701249e-03
2.497218507300335e-02	-8.693902e-03
2.497221069198997e-02	-8.685976e-03
2.497224843208612e-02	-8.674299e-03
2.497228577216809e-02	-8.662746e-03
2.497239042717354e-02	-8.630363e-03
2.497248562231899e-02	-8.600905e-03
2.497264383174888e-02	-8.551938e-03
2.497293174659048e-02	-8.462806e-03
2.497350757627368e-02	-8.284459e-03
2.497423806824106e-02	-8.058053e-03
2.497496674050308e-02	-7.832043e-03
2.497580226513456e-02	-7.572689e-03
2.497656206128871e-02	-7.336660e-03
2.497741589138456e-02	-7.071220e-03
2.497826764855622e-02	-6.806223e-03
2.497925483983416e-02	-6.498845e-03
2.498029856266816e-02	-6.173594e-03
2.498153496723652e-02	-5.787956e-03
2.498293789467539e-02	-5.349957e-03
2.498466112224549e-02	-4.811394e-03
2.498680355837309e-02	-4.141035e-03
2.498960609073895e-02	-3.263022e-03
2.499357766688720e-02	-2.017088e-03
2.500006071392897e-02	1.907384e-05
2.500945445493264e-02	2.968458e-03
2.502033819987382e-02	6.372058e-03
2.503087467205158e-02	9.638842e-03
2.504221995990579e-02	1.310877e-02
2.505443390128256e-02	1.676946e-02
2.506868495580740e-02	2.091443e-02
2.508490398213426e-02	2.542610e-02
2.510467633865931e-02	3.056495e-02
2.512884956072425e-02	3.620007e-02
2.516094225645973e-02	4.237427e-02
2.520506313387440e-02	4.802021e-02
2.522136739243208e-02	4.919304e-02
2.523886527025019e-02	4.987768e-02
2.526085572142654e-02	4.988373e-02
2.528267128470464e-02	4.895020e-02
2.531805538776088e-02	4.549808e-02
2.537452461609063e-02	3.546079e-02
2.546002377158707e-02	1.242726e-02
2.555768002158707e-02	-1.772664e-02
2.562871348376787e-02	-3.617057e-02
2.566690206917486e-02	-4.333820e-02
2.569332883731040e-02	-4.686361e-02
2.571260720344160e-02	-4.862635e-02
2.572816404015345e-02	-4.953014e-02
2.574475925536364e-02	-4.997290e-02
2.576305151729666e-02	-4.983197e-02
2.578624283937613e-02	-4.870918e-02
2.582381858308538e-02	-4.471760e-02
2.588355498873987e-02	-3.340475e-02
2.597296258913955e-02	-8.453256e-03
2.607061883913955e-02	2.146471e-02
2.613474109407208e-02	3.745171e-02
2.617094535561289e-02	4.395764e-02
2.619623195128713e-02	4.717373e-02
2.621476460326846e-02	4.877965e-02
2.623084732926474e-02	4.963839e-02
2.624633682687970e-02	4.998676e-02
2.626363826322049e-02	4.981653e-02
2.628719695323344e-02	4.864063e-02
2.632535629855359e-02	4.449940e-02
2.638595470332206e-02	3.284002e-02
2.647636115142328e-02	7.399089e-03
2.656042411619242e-02	-1.853004e-02
2.661887252066453e-02	-3.396829e-02
2.666804860266179e-02	-4.351671e-02
2.669777733169222e-02	-4.733242e-02
2.671591579097293e-02	-4.885779e-02
2.673227807305662e-02	-4.969035e-02
2.674887850927547e-02	-4.999876e-02
2.676458315684830e-02	-4.979025e-02
2.678873320829100e-02	-4.852660e-02
2.682783047487091e-02	-4.413961e-02
2.688980686346490e-02	-3.191793e-02
2.694072933964975e-02	-1.819300e-02
2.698434729474461e-02	-4.909519e-03
2.702851348887252e-02	8.909934e-03
2.708527943788560e-02	2.552759e-02
2.714711026386242e-02	3.991060e-02
2.718176395396700e-02	4.547452e-02
2.720408582307945e-02	4.793377e-02
2.722063390188557e-02	4.915129e-02
2.723797735284111e-02	4.985741e-02
2.726052422251940e-02	4.989072e-02
2.728213196858662e-02	4.898446e-02
2.731718420768674e-02	4.561090e-02
2.737315472369658e-02	3.576287e-02
2.745804083290687e-02	1.302969e-02
2.751073758653198e-02	-3.370754e-03
2.755384217493292e-02	-1.659421e-02
2.759714995513092e-02	-2.866022e-02
2.764246434882991e-02	-3.901452e-02
2.768667060293266e-02	-4.609364e-02
2.770768633454490e-02	-4.824328e-02
2.772333934539790e-02	-4.930012e-02
2.774125770122150e-02	-4.992459e-02
2.776174788769712e-02	-4.986385e-02
2.778412260208309e-02	-4.885523e-02
2.782039858882990e-02	-4.518789e-02
2.787820298978781e-02	-3.463670e-02
2.794797830366810e-02	-1.605364e-02
2.799739742628422e-02	-8.175862e-04
2.800159406936538e-02	5.007833e-04
2.802677392785234e-02	8.371660e-03
2.802985497781329e-02	9.324308e-03
2.803601707773518e-02	1.121877e-02
2.804439207574935e-02	1.376605e-02
2.804600807727333e-02	1.425340e-02
2.804924008032131e-02	1.522362e-02
2.805071048659570e-02	1.566298e-02
2.805163695568237e-02	1.593912e-02
2.805219587734250e-02	1.610545e-02
2.805256339209915e-02	1.621471e-02
2.805287482188913e-02	1.630723e-02
2.805316086557408e-02	1.639215e-02
2.805343100442882e-02	1.647231e-02
2.805369613895480e-02	1.655093e-02
2.805397861048282e-02	1.663464e-02
2.805425214136499e-02	1.671565e-02
2.805458793678906e-02	1.681504e-02
2.805502281182981e-02	1.694364e-02
2.805544572052599e-02	1.706858e-02
2.805596688434079e-02	1.722238e-02
2.805665188007180e-02	1.742425e-02
2.805745214428122e-02	1.765968e-02
2.805857720834888e-02	1.798990e-02
2.806040501507986e-02	1.852447e-02
2.806220654019784e-02	1.904896e-02
2.806220654724299e-02	1.904897e-02
2.806220656133328e-02	1.904897e-02
2.806220658951386e-02	1.904898e-02
2.806220664587503e-02	1.904899e-02
2.806220675859735e-02	1.904903e-02
2.806220698404201e-02	1.904909e-02
2.806220734436067e-02	1.904920e-02
2.806220784243252e-02	1.904934e-02
2.806221620519494e-02	1.905177e-02
2.806222456795736e-02	1.905420e-02
2.806223293071978e-02	1.905663e-02
2.806224129348220e-02	1.905906e-02
2.806224965624461e-02	1.906149e-02
2.806225801900703e-02	1.906392e-02
2.806226638176945e-02	1.906634e-02
2.806231340557065e-02	1.908000e-02
2.806234660171037e-02	1.908964e-02
2.806238508282467e-02	1.910081e-02
2.806242018990802e-02	1.911101e-02
2.806246191649774e-02	1.912312e-02
2.806251441899770e-02	1.913836e-02
2.806257284476767e-02	1.915531e-02
2.806264254091088e-02	1.917554e-02
2.806273051493062e-02	1.920106e-02
2.806283659331573e-02	1.923182e-02
2.806298222411249e-02	1.927405e-02
2.806316015433310e-02	1.932561e-02
2.806341383124495e-02	1.939909e-02
2.806373399564123e-02	1.949175e-02
2.806421144644106e-02	1.962980e-02
2.806497589328758e-02	1.985044e-02
2.806634300271248e-02	2.024390e-02
2.806841655462117e-02	2.083781e-02
2.807071541474296e-02	2.149211e-02
2.807313441515941e-02	2.217577e-02
2.807557075865483e-02	2.285914e-02
2.807804045187250e-02	2.354641e-02
2.808025572030826e-02	2.415805e-02
2.808150418869022e-02	2.450071e-02
2.808160281619731e-02	2.452771e-02
2.808187326379089e-02	2.460171e-02
2.808197982346428e-02	2.463085e-02
2.808211827732192e-02	2.466870e-02
2.808221072454981e-02	2.469395e-02
2.808231174984653e-02	2.472154e-02
2.808238158156052e-02	2.474061e-02
2.808248474837385e-02	2.476877e-02
2.808263960212510e-02	2.481102e-02
2.808279760424317e-02	2.485410e-02
2.808302575500219e-02	2.491627e-02
2.808331718803355e-02	2.499561e-02
2.808427817635699e-02	2.525662e-02
2.808508745179939e-02	2.547571e-02
2.808646404396709e-02	2.584688e-02
2.808911294652561e-02	2.655563e-02
2.809441075164266e-02	2.795087e-02
2.810187432056721e-02	2.986359e-02
2.811152914840939e-02	3.223987e-02
2.812397689966870e-02	3.512733e-02
2.813865757310611e-02	3.825547e-02
2.815652533832830e-02	4.162148e-02
2.817846667859488e-02	4.503416e-02
2.820738201833840e-02	4.821808e-02
2.822426623687010e-02	4.934783e-02
2.824263644976816e-02	4.994649e-02
2.826226145437590e-02	4.985169e-02
2.828495793459389e-02	4.879872e-02
2.832174646402915e-02	4.500502e-02
2.838031470882200e-02	3.415522e-02
2.846834678951674e-02	9.878723e-03
2.856600303951674e-02	-2.014619e-02
2.863263044964654e-02	-3.700912e-02
2.866952383376252e-02	-4.374307e-02
2.869520921232558e-02	-4.706626e-02
2.871400378833006e-02	-4.872661e-02
2.872990135743114e-02	-4.960184e-02
2.874514665409770e-02	-4.997675e-02
2.876319562866608e-02	-4.982824e-02
2.878647719092997e-02	-4.869250e-02
2.882419635613076e-02	-4.466438e-02
2.888414492055384e-02	-3.326662e-02
2.889535176157461e-02	-3.055796e-02
2.891776544361616e-02	-2.470046e-02
2.892336886412655e-02	-2.315491e-02
2.893457570514732e-02	-1.997966e-02
2.893737741540252e-02	-1.916975e-02
2.894298083591290e-02	-1.753235e-02
2.894438169104050e-02	-1.711953e-02
2.894718340129570e-02	-1.628994e-02
2.895028170615611e-02	-1.536666e-02
2.895198050546358e-02	-1.485793e-02
2.895311318649018e-02	-1.451779e-02
2.895433814562763e-02	-1.414911e-02
2.895571495653903e-02	-1.373372e-02
2.895707447889663e-02	-1.332255e-02
2.895897909700655e-02	-1.274489e-02
2.896101975379666e-02	-1.212394e-02
2.896353175768280e-02	-1.135684e-02
2.896582536668180e-02	-1.065396e-02
2.896781370244641e-02	-1.004284e-02
2.896792560396521e-02	-1.000840e-02
2.896807480599027e-02	-9.962470e-03
2.896837321004041e-02	-9.870586e-03
2.896897001814069e-02	-9.686714e-03
2.896904748448974e-02	-9.662838e-03
2.896920241718783e-02	-9.615077e-03
2.896947931476436e-02	-9.529696e-03
2.896947945485986e-02	-9.529653e-03
2.896948001524188e-02	-9.529480e-03
2.896948673982602e-02	-9.527406e-03
2.896949346441017e-02	-9.525332e-03
2.896950018899431e-02	-9.523258e-03
2.896950691357846e-02	-9.521184e-03
2.896951363816260e-02	-9.519110e-03
2.896952036274675e-02	-9.517036e-03
2.896952708733089e-02	-9.514962e-03
2.896957490659593e-02	-9.500214e-03
2.896961252666454e-02	-9.488610e-03
2.896963814777249e-02	-9.480707e-03
2.896966860827976e-02	-9.471311e-03
2.896970158417762e-02	-9.461138e-03
2.896973784698452e-02	-9.449952e-03
2.896977958166675e-02	-9.437077e-03
2.896982887681149e-02	-9.421868e-03
2.896989534702553e-02	-9.401359e-03
2.896997393948020e-02	-9.377108e-03
2.897007881368086e-02	-9.344744e-03
2.897021694092288e-02	-9.302110e-03
2.897040328259403e-02	-9.244584e-03
2.897066314530282e-02	-9.164342e-03
2.897103249647513e-02	-9.050248e-03
2.897157817068643e-02	-8.881598e-03
2.897178835352810e-02	-8.816609e-03
2.897192309721455e-02	-8.774939e-03
2.897199775130445e-02	-8.751849e-03
2.897204392659953e-02	-8.737566e-03
2.897207899082618e-02	-8.726719e-03
2.897210804398448e-02	-8.717732e-03
2.897213320625881e-02	-8.709948e-03
2.897215655996014e-02	-8.702723e-03
2.897218306392385e-02	-8.694524e-03
2.897220858099852e-02	-8.686629e-03
2.897225961514787e-02	-8.670839e-03
2.897230540362857e-02	-8.656672e-03
2.897235395097507e-02	-8.641651e-03
2.897243792622871e-02	-8.615665e-03
2.897258111162402e-02	-8.571351e-03
2.897281608666898e-02	-8.498616e-03
2.897328603675890e-02	-8.353087e-03
2.897422593693874e-02	-8.061815e-03
2.897507330134329e-02	-7.798978e-03
2.897588900485569e-02	-7.545752e-03
2.897662670665261e-02	-7.316570e-03
2.897747470239043e-02	-7.052930e-03
2.897834214483944e-02	-6.783036e-03
2.897934404057461e-02	-6.471059e-03
2.898039791317723e-02	-6.142620e-03
2.898166360693338e-02	-5.747812e-03
2.898307453823433e-02	-5.307274e-03
2.898488008445646e-02	-4.742920e-03
2.898701343082352e-02	-4.075325e-03
2.899009253120242e-02	-3.110513e-03
2.899497898013874e-02	-1.577138e-03
2.900475187801137e-02	1.492625e-03
2.901503453480478e-02	4.716217e-03
2.902586813583300e-02	8.090980e-03
2.903628606141143e-02	1.130110e-02
2.904831079467703e-02	1.494528e-02
2.906124743626377e-02	1.877003e-02
2.907672924812517e-02	2.318222e-02
2.909427542598040e-02	2.791561e-02
2.911639390524043e-02	3.339280e-02
2.914373444136512e-02	3.926282e-02
2.918162704615266e-02	4.545662e-02
2.920584330058528e-02	4.808792e-02
2.922195339134734e-02	4.922565e-02
2.923957542398514e-02	4.989278e-02
2.926112069584984e-02	4.987799e-02
2.928310235081061e-02	4.892242e-02
2.931875153889862e-02	4.540696e-02
2.937561839075085e-02	3.521770e-02
2.946160327819702e-02	1.194601e-02
2.955925952819703e-02	-1.818974e-02
2.962946824539608e-02	-3.633387e-02
2.966740560096459e-02	-4.341688e-02
2.969368937906143e-02	-4.690297e-02
2.971287475733125e-02	-4.864585e-02
2.972849695718174e-02	-4.954434e-02
2.974483345450484e-02	-4.997366e-02
2.976307912065929e-02	-4.983126e-02
2.978628772803561e-02	-4.870599e-02
2.982389094708612e-02	-4.470742e-02
2.988366801218961e-02	-3.337832e-02
2.997312303840618e-02	-8.403571e-03
3.007077928840618e-02	2.151023e-02
3.013481370661486e-02	3.746682e-02
3.017099436919475e-02	4.396497e-02
3.019626725458443e-02	4.717740e-02
3.021479088036320e-02	4.878147e-02
3.023087999559143e-02	4.963963e-02
3.024639486359241e-02	4.998717e-02
3.026365984389740e-02	4.981596e-02
3.028723204361693e-02	4.863808e-02
3.032541283688743e-02	4.449129e-02
3.038604285478369e-02	3.281913e-02
3.047648566964942e-02	7.360399e-03
3.056050791743824e-02	-1.855450e-02
3.061893633294072e-02	-3.398300e-02
3.066812226763663e-02	-4.352810e-02
3.069781648020876e-02	-4.733638e-02
3.071594497791132e-02	-4.885974e-02
3.073231433848611e-02	-4.969161e-02
3.074894292676126e-02	-4.999890e-02
3.076460710058231e-02	-4.978956e-02
3.078877213310282e-02	-4.852365e-02
3.082789313543579e-02	-4.413036e-02
3.088990427661403e-02	-3.189436e-02
3.094080961383746e-02	-1.816950e-02
3.098445087028169e-02	-4.877136e-03
3.102864189719338e-02	8.949626e-03
3.108543345240387e-02	2.556919e-02
3.114728035028485e-02	3.994276e-02
3.118181710411806e-02	4.548146e-02
3.120412470148679e-02	4.793724e-02
3.122066306826424e-02	4.915297e-02
3.123801263881536e-02	4.985824e-02
3.126053740070426e-02	4.989045e-02
3.128215340875039e-02	4.898310e-02
3.131721884530772e-02	4.560644e-02
3.137320921336629e-02	3.575091e-02
3.145811980665489e-02	1.300574e-02
3.151080603095516e-02	-3.392207e-03
3.155391368851209e-02	-1.661541e-02
3.159722336043654e-02	-2.867911e-02
3.164253194676243e-02	-3.902780e-02
3.168668077534513e-02	-4.609488e-02
3.170769382251586e-02	-4.824390e-02
3.172334498086638e-02	-4.930041e-02
3.174126454911915e-02	-4.992471e-02
3.176175043941817e-02	-4.986379e-02
3.178412675273099e-02	-4.885495e-02
3.182040528768977e-02	-4.518699e-02
3.187821349254279e-02	-3.463432e-02
3.194797829184687e-02	-1.605364e-02
3.199740923917926e-02	-8.138756e-04
3.200160669454968e-02	5.047494e-04
3.201000160529050e-02	3.140029e-03
3.202679142677215e-02	8.377081e-03
3.204726048767410e-02	1.463008e-02
3.204765359871917e-02	1.474813e-02
3.204843982080932e-02	1.498396e-02
3.205001226498962e-02	1.545451e-02
3.205086859526145e-02	1.571014e-02
3.205145801933345e-02	1.588583e-02
3.205188952362189e-02	1.601431e-02
3.205225108451427e-02	1.612187e-02
3.205258207049158e-02	1.622026e-02
3.205288464737235e-02	1.631015e-02
3.205316617495473e-02	1.639373e-02
3.205344071887423e-02	1.647519e-02
3.205373317949917e-02	1.656191e-02
3.205401679650993e-02	1.664595e-02
3.205436689763119e-02	1.674963e-02
3.205483195587146e-02	1.688722e-02
3.205525300508674e-02	1.701166e-02
3.205582524556774e-02	1.718060e-02
3.205652772663498e-02	1.738768e-02
3.205738598031017e-02	1.764023e-02
3.205858271613805e-02	1.799152e-02
3.206030112365981e-02	1.849415e-02
3.206215680688444e-02	1.903452e-02
3.206216091524344e-02	1.903571e-02
3.206216913196144e-02	1.903810e-02
3.206218115597572e-02	1.904159e-02
3.206219532411981e-02	1.904570e-02
3.206221881937599e-02	1.905253e-02
